order,final_rows,final_pairs,ambiguous,type_C-C,type_C-T,type_C-M,type_T-T,type_T-C,type_T-M,type_M-M,type_M-C,type_M-T
duration ↁEcutoff ↁEaccel ↁEmode ↁEvalid ↁElane,882261,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEcutoff ↁEaccel ↁEmode ↁElane ↁEvalid,882261,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEvalid ↁElane ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEvalid ↁElane ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEvalid ↁEmode ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEvalid ↁEmode ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEvalid ↁEcutoff ↁElane ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEvalid ↁEcutoff ↁEmode ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁElane ↁEvalid ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁElane ↁEvalid ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁElane ↁEmode ↁEvalid ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁElane ↁEmode ↁEcutoff ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁElane ↁEcutoff ↁEvalid ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁElane ↁEcutoff ↁEmode ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEmode ↁEvalid ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEmode ↁEvalid ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEmode ↁElane ↁEvalid ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEmode ↁElane ↁEcutoff ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEmode ↁEcutoff ↁEvalid ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEmode ↁEcutoff ↁElane ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEcutoff ↁEvalid ↁElane ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEcutoff ↁEvalid ↁEmode ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEcutoff ↁElane ↁEvalid ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEcutoff ↁElane ↁEmode ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEcutoff ↁEmode ↁEvalid ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEaccel ↁEcutoff ↁEmode ↁElane ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEcutoff ↁEaccel ↁEvalid ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEcutoff ↁEaccel ↁEmode ↁEvalid,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEaccel ↁEvalid ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEaccel ↁEvalid ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEaccel ↁEmode ↁEvalid ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEaccel ↁEmode ↁEcutoff ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEaccel ↁEcutoff ↁEvalid ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEaccel ↁEcutoff ↁEmode ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁEvalid ↁElane ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁEvalid ↁElane ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁEvalid ↁEcutoff ↁElane ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁEvalid ↁEcutoff ↁEaccel ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁEvalid ↁEaccel ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁEvalid ↁEaccel ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁElane ↁEvalid ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁElane ↁEvalid ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEvalid ↁEmode ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEvalid ↁEmode ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEvalid ↁEcutoff ↁEmode ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEvalid ↁEcutoff ↁEaccel ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEvalid ↁEaccel ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEvalid ↁEaccel ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEmode ↁEvalid ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEmode ↁEvalid ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEmode ↁEcutoff ↁEvalid ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEmode ↁEcutoff ↁEaccel ↁEvalid,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEmode ↁEaccel ↁEvalid ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEmode ↁEaccel ↁEcutoff ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEcutoff ↁEvalid ↁEmode ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEcutoff ↁEvalid ↁEaccel ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEcutoff ↁEmode ↁEvalid ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁElane ↁEcutoff ↁEmode ↁEaccel ↁEvalid,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEaccel ↁEmode ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEaccel ↁEmode ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEaccel ↁEcutoff ↁElane ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEaccel ↁEcutoff ↁEmode ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEcutoff ↁEaccel ↁElane ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEcutoff ↁEaccel ↁEmode ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEaccel ↁElane ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEaccel ↁElane ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEmode ↁEcutoff ↁElane ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEmode ↁEcutoff ↁEaccel ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEmode ↁEaccel ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEmode ↁEaccel ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEcutoff ↁElane ↁEmode ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEcutoff ↁElane ↁEaccel ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEcutoff ↁEmode ↁElane ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEcutoff ↁEmode ↁEaccel ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEcutoff ↁEaccel ↁElane ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEcutoff ↁEaccel ↁEmode ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEaccel ↁElane ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEaccel ↁElane ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEaccel ↁEmode ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEaccel ↁEmode ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEaccel ↁEcutoff ↁElane ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEaccel ↁEcutoff ↁEmode ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁElane ↁEcutoff ↁEmode ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁElane ↁEcutoff ↁEaccel ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁElane ↁEaccel ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁElane ↁEaccel ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEmode ↁElane ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEmode ↁElane ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEmode ↁEcutoff ↁElane ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEmode ↁEcutoff ↁEaccel ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEmode ↁEaccel ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEmode ↁEaccel ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEcutoff ↁElane ↁEmode ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEcutoff ↁElane ↁEaccel ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEcutoff ↁEmode ↁElane ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁEcutoff ↁEmode ↁEaccel ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁElane ↁEmode ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁElane ↁEmode ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁElane ↁEcutoff ↁEmode ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁElane ↁEcutoff ↁEaccel ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁElane ↁEaccel ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁElane ↁEaccel ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEmode ↁElane ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEvalid ↁEmode ↁElane ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁElane ↁEmode ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEduration ↁElane ↁEmode ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEcutoff ↁEaccel ↁEvalid ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEcutoff ↁEaccel ↁElane ↁEvalid,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEaccel ↁEvalid ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEaccel ↁEvalid ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEaccel ↁElane ↁEvalid ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEaccel ↁElane ↁEcutoff ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEaccel ↁEcutoff ↁEvalid ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEaccel ↁEcutoff ↁElane ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEvalid ↁElane ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEmode ↁEvalid ↁEduration ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEmode ↁEvalid ↁEduration ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEmode ↁEduration ↁEvalid ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEmode ↁEduration ↁEcutoff ↁElane ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEmode ↁEduration ↁEcutoff ↁEaccel ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEmode ↁEduration ↁEaccel ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEvalid ↁElane ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEvalid ↁEcutoff ↁElane ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEvalid ↁEcutoff ↁEaccel ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEvalid ↁEaccel ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEvalid ↁEaccel ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁElane ↁEvalid ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁElane ↁEvalid ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁElane ↁEcutoff ↁEvalid ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁElane ↁEcutoff ↁEaccel ↁEvalid,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁElane ↁEaccel ↁEvalid ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁElane ↁEaccel ↁEcutoff ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEcutoff ↁEvalid ↁElane ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEcutoff ↁEvalid ↁEaccel ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEcutoff ↁElane ↁEvalid ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEduration ↁEcutoff ↁElane ↁEaccel ↁEvalid,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁElane ↁEduration ↁEcutoff ↁEvalid ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁElane ↁEduration ↁEcutoff ↁEaccel ↁEvalid,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁElane ↁEduration ↁEaccel ↁEvalid ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁElane ↁEduration ↁEaccel ↁEcutoff ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁElane ↁEvalid ↁEduration ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁElane ↁEvalid ↁEduration ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁElane ↁEduration ↁEvalid ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁElane ↁEduration ↁEvalid ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEvalid ↁEduration ↁEaccel ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEvalid ↁEduration ↁEaccel ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEvalid ↁEduration ↁEcutoff ↁEmode ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEvalid ↁEduration ↁEcutoff ↁEaccel ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEvalid ↁEduration ↁEaccel ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEmode ↁEduration ↁEaccel ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEvalid ↁEduration ↁEaccel ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEvalid ↁEmode ↁEduration ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEvalid ↁEmode ↁEduration ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEvalid ↁEduration ↁEmode ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEvalid ↁEduration ↁEmode ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEvalid ↁElane ↁEduration ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEvalid ↁElane ↁEduration ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEvalid ↁEduration ↁElane ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEvalid ↁEduration ↁElane ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEvalid ↁEduration ↁEcutoff ↁElane ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
mode ↁEvalid ↁEduration ↁEcutoff ↁEaccel ↁElane,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEcutoff ↁEmode ↁEaccel ↁEvalid,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEcutoff ↁEaccel ↁEvalid ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEcutoff ↁEaccel ↁEmode ↁEvalid,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEaccel ↁEmode ↁEvalid ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEaccel ↁEvalid ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEmode ↁElane ↁEduration ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEmode ↁElane ↁEduration ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEmode ↁEduration ↁElane ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁEmode ↁEduration ↁElane ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEvalid ↁEcutoff ↁEmode ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEvalid ↁEcutoff ↁEaccel ↁEmode,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEvalid ↁEaccel ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEvalid ↁEaccel ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEmode ↁEvalid ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEmode ↁEvalid ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁEcutoff ↁEaccel ↁElane ↁEvalid,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁEaccel ↁEvalid ↁElane ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁEaccel ↁEvalid ↁEcutoff ↁElane,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
duration ↁEmode ↁEaccel ↁElane ↁEvalid ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEaccel ↁEcutoff ↁEmode ↁEvalid,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEvalid ↁEmode ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEvalid ↁEmode ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁElane ↁEduration ↁEaccel ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁElane ↁEduration ↁEaccel ↁEcutoff ↁEmode,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
lane ↁEduration ↁEaccel ↁEvalid ↁEmode ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁElane ↁEduration ↁEmode ↁEaccel ↁEcutoff,880445,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁElane ↁEduration ↁEmode ↁEcutoff ↁEaccel,881448,1565,TRUE,1446,65,0,6,48,0,0,0,0
valid ↁElane ↁEaccel ↁEmode ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
lane ↁEmode ↁEaccel ↁEduration ↁEcutoff ↁEvalid,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
lane ↁEmode ↁEaccel ↁEduration ↁEvalid ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
lane ↁEmode ↁEaccel ↁEvalid ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
valid ↁEmode ↁElane ↁEaccel ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
mode ↁEvalid ↁElane ↁEaccel ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
lane ↁEvalid ↁEmode ↁEaccel ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
accel ↁEvalid ↁEmode ↁEduration ↁEcutoff ↁElane,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
accel ↁEvalid ↁEmode ↁEduration ↁElane ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
accel ↁElane ↁEmode ↁEduration ↁEcutoff ↁEvalid,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
accel ↁElane ↁEmode ↁEduration ↁEvalid ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
lane ↁEaccel ↁEvalid ↁEmode ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
lane ↁEvalid ↁEaccel ↁEmode ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
accel ↁElane ↁEmode ↁEvalid ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
accel ↁElane ↁEvalid ↁEmode ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
valid ↁEmode ↁEaccel ↁEduration ↁEcutoff ↁElane,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
valid ↁEmode ↁEaccel ↁEduration ↁElane ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
valid ↁEmode ↁEaccel ↁElane ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
lane ↁEaccel ↁEmode ↁEduration ↁEcutoff ↁEvalid,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
lane ↁEaccel ↁEmode ↁEduration ↁEvalid ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
mode ↁElane ↁEvalid ↁEaccel ↁEduration ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
mode ↁEvalid ↁEaccel ↁEduration ↁEcutoff ↁElane,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
mode ↁEvalid ↁEaccel ↁEduration ↁElane ↁEcutoff,884763,1572,TRUE,1452,66,0,6,48,0,0,0,0
